pr.1	Nec fonte labra prolui caballino
5.172	quidnam igitur faciam? nec nunc, cum arcessat et ultro
5.173	supplicet, accedam? si totus et integer illinc
5.174	exieras, nec nunc. hic hic quod quaerimus, hic est,
5.175	non in festuca, lictor quam iactat ineptus.
5.176	Ius habet ille sui, palpo quem ducit hiantem
5.177	cretata ambitio? vigila et cicer ingere large
5.178	rixanti populo, nostra ut Floralia possint
5.179	aprici meminisse senes! quid pulchrius? at cum
5.180	Herodis venere dies unctaque fenestra
5.181	dispositae pinguem nebulam vomuere lucernae
5.182	portantes violas rubrumque amplexa catinum
5.183	cauda natat thynni, tumet alba fidelia vino,
5.184	labra moves tacitus recutitaque sabbata palles.
5.185	tum nigri lemures ovoque pericula rupto,
5.186	tum grandes galli et cum sistro lusca sacerdos
5.187	incussere deos inflantis corpora, si non
5.188	praedictum ter mane caput gustaveris alii.
5.189	Dixeris haec inter varicosos centuriones,
5.190	continuo crassum ridet Pulfenius ingens
5.191	et centum Graecos curto centusse licetur.
6.1	Admovit iam bruma foco te, Basse, Sabino?
6.2	iamne lyra et tetrico vivunt tibi pectine chordae?
6.3	mire opifex numeris veterum primordia vocum
6.4	atque marem strepitum fidis intendisse Latinae,
6.5	mox iuvenes agitare iocos et pollice honesto
6.6	egregius lusisse senex. mihi nune Ligus ora
6.7	intepet hibernatque meum mare, qua latus ingens
6.8	dant scopuli et multa litus se valle receptat.
6.9	Lunai portum, est operae, cognoscite, cives :
6.10	cor iubet hoc Enni, postquam destertuit esse
6.11	Maeonides, quintus pavone ex Pythagoreo.
6.12	Hic ego securus volgi et quid praeparet auster
6.13	infelix pecori securus et angulus ille
6.14	vieini nostro quia pinguior; et si adeo omnes
6.15	ditescant orti peioribus, usque recusem
6.16	curvus ob id minui senio aut cenare sine uncto
6.17	et signum in vapida naso tetigisse lagoena.
6.18	discrepet his alius, geminos, horoscope, varo
6.19	producis genio: solis natalibus est qui
6.20	tinguat olus siccum muria vafer in calice empta,
6.21	ipse sacrum inrorans patinae piper; hic bona dente
6.22	grandia magnanimus peragit puer. utar ego, utar,
6.23	nec rhombos ideo libertis ponere lautus,
6.24	nec tenuis sollers turdarum nosse salivas.
6.25	Messe tenus propria vive et granaria, fas est,
6.26	emole. quid metuas? occa, et seges altera in herba est.
6.27	at vocat officium, trabe rupta Bruttia saxa
6.28	prendit amicus inops remque omnem surdaque vota
6.29	condidit Ionio, iacet ipse in litore et una
6.30	ingentes de puppe dei iamque obvia mergis
6.31	costa ratis lacerae: nunc et de caespite vivo
6.32	frange aliquid, largire inopi, ne pictus oberret
6.33	caerulea in tabula, sed cenam funeris heres
6.34	negleget iratus, quod rem curtaveris; urnae
6.35	ossa inodora dabit, seu spirent cinnama surdum
6.36	seu ceraso peccent casiae, nescire paratus:
6.37	tune bona incolumis minuas? et Bestius urguet
6.38	doctores Graios: ita fit; postquam sapere urbi
6.39	cum pipere et palmis venit nostrum hoc maris expers,
6.40	faenisecae crasso vitiarunt unguine pultes.
6.41	haec cinere ulterior metuas? at tu, meus heres
6.42	quisquis eris, paulum a turba seductior audi.
6.43	O bone, num ignoras? missa est a Caesare laurus
6.44	insignem ob cladem Germanae pubis, et aris
6.45	frigidus excutitur cinis ac iam postibus arma,
6.46	iam chlamydas regum, iam lutea gausapa captis
6.47	essedaque ingentesque locat Caesonia Rhenos.
6.48	dis igitur genioque ducis centum paria ob res
6.49	egregie gestas induco. quis vetat? aude.
6.50	vae, nisi conives! oleum artocreasque popello
6.51	largior, an prohibes? dic clare non adeo, inquis,
6.52	exossatus ager iuxta est. age, si mihi nulla
6.53	iam reliqua ex amitis, patruelis nulla, proneptis
6.54	nulla manet patrui, sterilis matertera vixit,
6.55	deque avia nihilum superest, accedo Bovillas
6.56	clivumque ad Virbi, praesto est mihi Manius heres,
6.57	progenies terrae? quaere ex me quis mihi quartus
6.58	sit pater: haut prompte, dicam tamen; adde etiam unum,
6.59	unum etiam: terrae est iam filius, et mihi ritu
6.60	Manius hic generis prope maior avunculus exit.
6.61	qui prior es, cur me in decursu lampada poscis?
6.62	sum tibi Mercurius, venio deus huc ego ut ille
6.63	pingitur. an renuis? vis tu gaudere relictis?
6.64	dest aliquid summae. minui mihi, sed tibi totum est
6.65	quidquid id est. ubi sit, fuge quaerere, quod mihi quondam
6.66	legarat Tadius, neu dicta repone paterna,
6.67	faenoris accedat merces, hinc exime sumptus.
6.68	quid reliqum est? reliqum? nunc nunc inpensius ungue,
6.69	ungue, puer, caules! mihi festa luce coquatur
6.70	urtica et fissa fumosum sinciput aure,
6.71	ut tuus iste nepos olim satur anseris extis,
6.72	cum morosa vago singultiet inguine vena,
6.73	patriciae inmeiat vulvae? mihi trama figurae
6.74	sit reliqua, ast illi tremat omento popa venter?
6.75	Vende animam lucro, mercare atque excute sollers
6.76	omne latus mundi, ne sit praestantior alter
6.77	Cappadocas rigida pinguis plausisse catasta,
6.78	rem duplica. feci; iam triplex, iam mihi quarto,
6.79	iam decies redit in rugam. depunge ubi sistam:
6.80	inventus, Chrysippe, tui finitor acervi.
